pair,base_bar,signal_bar,float_pct,tp_pct,sl_pct,initial,final,total_return_pct,trades,wins,losses,win_rate_pct,max_dd_pct,profit_factor,monthly_pct,n_signals
BTC-USDT-SWAP,30m,4H,0.0025,0.015,0.01,300.0,0,-100.0,135,55,80,40.741,104.444,0.875,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.015,0.015,300.0,0,-100.0,48,22,26,45.833,104.444,0.74,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.015,0.02,300.0,0,-100.0,697,415,282,59.541,101.24,0.981,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.02,0.005,300.0,0,-100.0,76,14,62,18.421,103.871,0.715,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.02,0.008,300.0,0,-100.0,49,12,37,24.49,102.907,0.685,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.02,0.01,300.0,0,-100.0,59,18,41,30.508,104.787,0.758,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.02,0.015,300.0,0,-100.0,37,14,23,37.838,101.19,0.723,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.02,0.02,300.0,0,-100.0,49,23,26,46.939,103.557,0.8,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.03,0.005,300.0,0,-100.0,81,11,70,13.58,100.513,0.76,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.03,0.008,300.0,0,-100.0,71,14,57,19.718,103.125,0.791,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.03,0.01,300.0,0,-100.0,75,18,57,24.0,102.222,0.833,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.03,0.015,300.0,0,-100.0,105,35,70,33.333,102.404,0.906,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.03,0.02,300.0,0,-100.0,108,43,65,39.815,106.36,0.914,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.003,0.006,0.005,300.0,4863.0,1521.0,4251,2457,1794,57.798,71.0,1.141,62.421,4388
BTC-USDT-SWAP,30m,4H,0.003,0.006,0.008,300.0,9801.0,3167.0,4251,2959,1292,69.607,50.0,1.272,129.973,4388
BTC-USDT-SWAP,30m,4H,0.003,0.006,0.01,300.0,12417.0,4039.0,4251,3175,1076,74.688,52.0,1.341,165.759,4388
BTC-USDT-SWAP,30m,4H,0.003,0.006,0.015,300.0,14421.0,4707.0,4251,3463,788,81.463,48.387,1.373,193.174,4388
BTC-USDT-SWAP,30m,4H,0.003,0.006,0.02,300.0,14535.0,4745.0,4251,3616,635,85.062,44.0,1.356,194.733,4388
BTC-USDT-SWAP,30m,4H,0.003,0.008,0.005,300.0,0,-100.0,45,13,32,28.889,101.0,0.474,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.003,0.008,0.008,300.0,5379.0,1693.0,4251,2497,1754,58.739,76.73,1.107,69.48,4388
BTC-USDT-SWAP,30m,4H,0.003,0.008,0.01,300.0,7761.0,2487.0,4251,2736,1515,64.361,83.077,1.149,102.066,4388
BTC-USDT-SWAP,30m,4H,0.003,0.008,0.015,300.0,10290.0,3330.0,4251,3102,1149,72.971,72.393,1.181,136.662,4388
BTC-USDT-SWAP,30m,4H,0.003,0.008,0.02,300.0,9351.0,3017.0,4251,3296,955,77.535,59.347,1.15,123.817,4388
BTC-USDT-SWAP,30m,4H,0.003,0.01,0.005,300.0,0,-100.0,720,281,439,39.028,101.538,0.96,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.003,0.01,0.008,300.0,0,-100.0,716,352,364,49.162,101.455,0.967,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.003,0.01,0.01,300.0,2937.0,879.0,4251,2382,1869,56.034,95.297,1.043,36.074,4388
BTC-USDT-SWAP,30m,4H,0.003,0.01,0.015,300.0,0,-100.0,2705,1727,978,63.845,100.453,0.993,-4.104,4388
