pair,mode,signal_bar,float_pct,tp_pct,sl_pct,confirm,min_amp,max_amp,initial,final,total_return_pct,trades,wins,losses,win_rate_pct,max_dd_pct,profit_factor,monthly_pct,n_signals,y2024_end,y2024_pnl_pct,y2025_end,y2025_pnl_pct,y2026_end,y2026_pnl_pct
BTC-USDT-SWAP,reversal,4H,0.003,0.01,0.02,1,0.0,10.0,148.0,0.0,-100.0,1734,792,942,45.67,100.0,0.829,-4.104,4388,10.69,-92.78,0.0,-100.0,0.0,-99.97
BTC-USDT-SWAP,reversal,4H,0.003,0.01,0.025,1,0.0,10.0,148.0,0.0,-100.0,1734,794,940,45.79,100.0,0.806,-4.104,4388,6.92,-95.32,0.0,-100.0,0.0,-99.98
BTC-USDT-SWAP,reversal,4H,0.003,0.01,0.03,1,0.0,10.0,148.0,0.0,-100.0,1734,797,937,45.96,100.0,0.83,-4.104,4388,14.64,-90.11,0.0,-100.0,0.0,-99.97
BTC-USDT-SWAP,reversal,4H,0.003,0.015,0.01,1,0.0,10.0,148.0,0.0,-100.0,1734,657,1077,37.89,100.0,0.767,-4.104,4388,1.78,-98.8,0.0,-100.0,0.0,-99.99
BTC-USDT-SWAP,reversal,4H,0.003,0.015,0.015,1,0.0,10.0,148.0,0.0,-100.0,1734,686,1048,39.56,100.0,0.783,-4.104,4388,0.84,-99.43,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.003,0.015,0.02,1,0.0,10.0,148.0,0.0,-100.0,1734,696,1038,40.14,100.0,0.744,-4.104,4388,0.66,-99.55,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.003,0.015,0.025,1,0.0,10.0,148.0,0.0,-100.0,1734,698,1036,40.25,100.0,0.729,-4.104,4388,0.31,-99.79,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.003,0.015,0.03,1,0.0,10.0,148.0,0.0,-100.0,1734,700,1034,40.37,100.0,0.745,-4.104,4388,0.72,-99.51,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.003,0.02,0.01,1,0.0,10.0,148.0,0.0,-100.0,1734,635,1099,36.62,100.0,0.661,-4.104,4388,0.43,-99.71,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.003,0.02,0.015,1,0.0,10.0,148.0,0.0,-100.0,1734,663,1071,38.24,100.0,0.698,-4.104,4388,0.24,-99.83,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.003,0.02,0.02,1,0.0,10.0,148.0,0.0,-100.0,1734,673,1061,38.81,100.0,0.659,-4.104,4388,0.26,-99.83,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.003,0.02,0.025,1,0.0,10.0,148.0,0.0,-100.0,1734,675,1059,38.93,100.0,0.657,-4.104,4388,0.12,-99.92,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.003,0.02,0.03,1,0.0,10.0,148.0,0.0,-100.0,1734,677,1057,39.04,100.0,0.662,-4.104,4388,0.28,-99.81,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.003,0.03,0.01,1,0.0,10.0,148.0,0.0,-100.0,1734,627,1107,36.16,100.0,0.583,-4.104,4388,0.41,-99.72,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.003,0.03,0.015,1,0.0,10.0,148.0,0.0,-100.0,1734,654,1080,37.72,100.0,0.602,-4.104,4388,0.15,-99.9,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.003,0.03,0.02,1,0.0,10.0,148.0,0.0,-100.0,1734,665,1069,38.35,100.0,0.607,-4.104,4388,0.25,-99.83,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.003,0.03,0.025,1,0.0,10.0,148.0,0.0,-100.0,1734,667,1067,38.47,100.0,0.606,-4.104,4388,0.11,-99.93,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.003,0.03,0.03,1,0.0,10.0,148.0,0.0,-100.0,1734,669,1065,38.58,100.0,0.607,-4.104,4388,0.25,-99.83,0.0,-100.0,0.0,-100.0
BTC-USDT-SWAP,reversal,4H,0.005,0.006,0.01,1,0.0,10.0,148.0,1889.09,1176.41,1269,863,406,68.01,93.96,1.045,48.28,4388,670.32,352.92,567.58,-15.33,1889.09,232.83
BTC-USDT-SWAP,reversal,4H,0.005,0.006,0.015,1,0.0,10.0,148.0,41342.45,27834.09,1269,900,369,70.92,93.59,1.18,1142.302,4388,4344.86,2835.71,5613.13,29.19,41342.45,636.53
BTC-USDT-SWAP,reversal,4H,0.005,0.006,0.02,1,0.0,10.0,148.0,54391.08,36650.73,1269,909,360,71.63,92.33,1.208,1504.134,4388,5687.35,3742.8,10291.76,80.96,54391.08,428.49
BTC-USDT-SWAP,reversal,4H,0.005,0.006,0.025,1,0.0,10.0,148.0,70020.86,47211.39,1269,914,355,72.03,88.27,1.269,1937.54,4388,4131.96,2691.87,17623.87,326.53,70020.86,297.31
BTC-USDT-SWAP,reversal,4H,0.005,0.006,0.03,1,0.0,10.0,148.0,83516.25,56329.9,1269,917,352,72.26,70.28,1.29,2311.761,4388,5743.95,3781.04,33008.01,474.66,83516.25,153.02
BTC-USDT-SWAP,reversal,4H,0.005,0.008,0.01,1,0.0,10.0,148.0,1.66,-98.88,1269,712,557,56.11,99.91,0.984,-4.058,4388,208.58,40.94,5.24,-97.49,1.66,-68.21
BTC-USDT-SWAP,reversal,4H,0.005,0.008,0.015,1,0.0,10.0,148.0,3.44,-97.67,1269,740,529,58.31,99.92,0.991,-4.009,4388,469.97,217.55,6.23,-98.67,3.44,-44.78
BTC-USDT-SWAP,reversal,4H,0.005,0.008,0.02,1,0.0,10.0,148.0,3.27,-97.79,1269,746,523,58.79,99.92,0.993,-4.013,4388,611.89,313.44,6.32,-98.97,3.27,-48.22
